               Entry              Nevents                           Time                    Temperature                         Energy                 CO*                 H2O*                  OH*                   O*                   H*                COOH*                   CO                  H2O                   H2                  CO2                   O2
                 126               125000         9.3515311263304729E-04         8.0000000000000000E+02        -6.5930000000052580E+00                   3                    1                    0                    0                    0                    0                  -32                  -30                   29                   29                    0
                 127               126000         9.3573616516490785E-04         8.0000000000000000E+02        -5.7540000000052576E+00                   2                    1                    0                    0                    2                    0                  -32                  -31                   29                   30                    0
                 128               127000         9.4528091664402539E-04         8.0000000000000000E+02        -4.9150000000052572E+00                   1                    1                    0                    0                    4                    0                  -32                  -32                   29                   31                    0
                 129               128000         9.4587169945660552E-04         8.0000000000000000E+02        -4.9150000000052572E+00                   1                    1                    0                    0                    4                    0                  -32                  -32                   29                   31                    0
                 130               129000         9.4650571840548467E-04         8.0000000000000000E+02        -4.9150000000052572E+00                   1                    1                    0                    0                    4                    0                  -32                  -32                   29                   31                    0
                 131               130000         9.4718133992077497E-04         8.0000000000000000E+02        -4.9150000000052572E+00                   1                    1                    0                    0                    4                    0                  -32                  -32                   29                   31                    0
                 132               131000         9.6042493597692995E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 133               132000         9.6103902020655530E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 134               133000         9.6164641508918809E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 135               134000         9.6227292994160410E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 136               135000         9.6284072078009172E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 137               136000         9.6345074762411835E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 138               137000         9.6405151189476437E-04         8.0000000000000000E+02        -3.0830000000052573E+00                   1                    0                    1                    0                    3                    0                  -32                  -32                   30                   31                    0
                 139               138000         9.7070476280045081E-04         8.0000000000000000E+02        -2.2230000000052570E+00                   0                    0                    1                    0                    5                    0                  -32                  -33                   30                   32                    0
                 140               139000         9.7138705723514619E-04         8.0000000000000000E+02        -1.6000000000050760E+00                   0                    1                    0                    0                    2                    0                  -32                  -33                   31                   32                    0
                 141               140000         9.7201489639326842E-04         8.0000000000000000E+02        -1.6000000000048540E+00                   0                    1                    0                    0                    2                    0                  -32                  -33                   31                   32                    0
                 142               141000         9.7261429529198792E-04         8.0000000000000000E+02        -1.6000000000046319E+00                   0                    1                    0                    0                    2                    0                  -32                  -33                   31                   32                    0
                 143               142000         9.7321944416610602E-04         8.0000000000000000E+02        -1.6000000000044099E+00                   0                    1                    0                    0                    2                    0                  -32                  -33                   31                   32                    0
                 144               143000         9.9890615020401257E-04         8.0000000000000000E+02        -1.6000000000041883E+00                   0                    1                    0                    0                    2                    0                  -32                  -33                   31                   32                    0
                 145               144000         1.0227395008695246E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 146               145000         1.0233561903283963E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 147               146000         1.0239773542347571E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 148               147000         1.0362331318194190E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 149               148000         1.0368592164169738E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 150               149000         1.0378698784123327E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 151               150000         1.0384048113287723E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 152               151000         1.0390295023953238E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 153               152000         1.0396007927333830E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 154               153000         1.0402325308789299E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 155               154000         1.0408309259169735E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 156               155000         1.0414343891350846E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 157               156000         1.0428104796162045E-03         8.0000000000000000E+02        -5.7540000000041127E+00                   2                    1                    0                    0                    2                    0                  -34                  -33                   31                   32                    0
                 158               157000         1.0484082698987032E-03         8.0000000000000000E+02        -7.1710000000046517E+00                   3                    0                    1                    0                    3                    0                  -35                  -33                   31                   32                    0
                 159               158000         1.0551294922395188E-03         8.0000000000000000E+02        -7.2370000000046835E+00                   3                    0                    1                    0                    3                    0                  -35                  -33                   31                   32                    0
                 160               159000         1.0775826495999414E-03         8.0000000000000000E+02        -7.2160000000049553E+00                   3                    0                    1                    0                    3                    0                  -35                  -33                   31                   32                    0
                 161               160000         1.0784833568148145E-03         8.0000000000000000E+02        -7.2160000000058435E+00                   3                    0                    1                    0                    3                    0                  -35                  -33                   31                   32                    0
                 162               161000         1.0793542283914859E-03         8.0000000000000000E+02        -7.2160000000067317E+00                   3                    0                    1                    0                    3                    0                  -35                  -33                   31                   32                    0
                 163               162000         1.1001724047142905E-03         8.0000000000000000E+02        -9.9080000000074335E+00                   4                    1                    0                    0                    2                    0                  -36                  -33                   31                   32                    0
                 164               163000         1.1249579396276452E-03         8.0000000000000000E+02        -9.9080000000074300E+00                   4                    1                    0                    0                    2                    0                  -36                  -33                   31                   32                    0
                 165               164000         1.1256016511901757E-03         8.0000000000000000E+02        -9.9080000000074300E+00                   4                    1                    0                    0                    2                    0                  -36                  -33                   31                   32                    0
                 166               165000         1.1262078833775245E-03         8.0000000000000000E+02        -9.6760000000074236E+00                   4                    1                    1                    0                    3                    0                  -36                  -34                   31                   32                    0
                 167               166000         1.1269783499192915E-03         8.0000000000000000E+02        -9.0690000000081348E+00                   3                    1                    0                    0                    4                    0                  -36                  -34                   31                   33                    0
                 168               167000         1.1277931329567714E-03         8.0000000000000000E+02        -9.0690000000090230E+00                   3                    1                    0                    0                    4                    0                  -36                  -34                   31                   33                    0
                 169               168000         1.1293712131326770E-03         8.0000000000000000E+02        -9.0690000000098916E+00                   3                    1                    0                    0                    4                    0                  -36                  -34                   31                   33                    0
                 170               169000         1.1305717967160657E-03         8.0000000000000000E+02        -8.6840000000105970E+00                   3                    1                    1                    0                    5                    0                  -36                  -35                   31                   33                    0
                 171               170000         1.1345558200733710E-03         8.0000000000000000E+02        -5.7540000000106151E+00                   2                    1                    0                    0                    2                    0                  -36                  -35                   33                   34                    0
                 172               171000         1.1849152984251879E-03         8.0000000000000000E+02        -1.4062000000010752E+01                   6                    1                    0                    0                    2                    0                  -40                  -35                   33                   34                    0
                 173               172000         1.2192197781108810E-03         8.0000000000000000E+02        -9.9080000000107518E+00                   4                    1                    0                    0                    2                    0                  -40                  -37                   35                   36                    0
                 174               173000         1.2198089723162561E-03         8.0000000000000000E+02        -1.1391000000010751E+01                   5                    0                    1                    0                    3                    0                  -41                  -37                   35                   36                    0
                 175               174000         1.2205039339330530E-03         8.0000000000000000E+02        -1.1391000000010751E+01                   5                    0                    1                    0                    3                    0                  -41                  -37                   35                   36                    0
                 176               175000         1.2211549032029338E-03         8.0000000000000000E+02        -1.4062000000010752E+01                   6                    1                    0                    0                    2                    0                  -42                  -37                   35                   36                    0
                 177               176000         1.2217945330844937E-03         8.0000000000000000E+02        -1.4062000000010752E+01                   6                    1                    0                    0                    2                    0                  -42                  -37                   35                   36                    0
                 178               177000         1.2683760905257218E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 179               178000         1.2737555780914199E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 180               179000         1.2746536053679109E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 181               180000         1.2752598998064255E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 182               181000         1.2759300601027958E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 183               182000         1.2765825482389851E-03         8.0000000000000000E+02        -9.9080000000102384E+00                   4                    1                    0                    0                    2                    0                  -43                  -40                   38                   39                    0
                 184               183000         1.2771179309671063E-03         8.0000000000000000E+02        -9.0690000000104991E+00                   3                    1                    0                    0                    4                    0                  -43                  -41                   38                   40                    0
                 185               184000         1.3507283083482020E-03         8.0000000000000000E+02        -1.2384000000011094E+01                   4                    1                    0                    0                    6                    0                  -46                  -43                   39                   42                    0
                 186               185000         1.3831057209744045E-03         8.0000000000000000E+02        -1.0510000000011090E+01                   4                    0                    1                    0                    5                    0                  -47                  -44                   41                   43                    0
                 187               186000         1.4276280834265380E-03         8.0000000000000000E+02        -9.9080000000110928E+00                   4                    1                    0                    0                    2                    0                  -48                  -45                   43                   44                    0
                 188               187000         1.4889144122429766E-03         8.0000000000000000E+02        -7.1710000000113148E+00                   3                    0                    1                    0                    3                    0                  -49                  -47                   45                   46                    0
                 189               188000         1.4945490648778507E-03         8.0000000000000000E+02        -9.0690000000119984E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 190               189000         1.4952337903827435E-03         8.0000000000000000E+02        -9.0690000000124567E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 191               190000         1.5102209220346030E-03         8.0000000000000000E+02        -9.0690000000133431E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 192               191000         1.5108638147086975E-03         8.0000000000000000E+02        -9.0690000000142312E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 193               192000         1.5115188880687185E-03         8.0000000000000000E+02        -9.0690000000151194E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 194               193000         1.5121307851808565E-03         8.0000000000000000E+02        -9.0690000000160076E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 195               194000         1.5127379579673618E-03         8.0000000000000000E+02        -9.0690000000168958E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 196               195000         1.5134012774748109E-03         8.0000000000000000E+02        -9.0690000000177839E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 197               196000         1.5140386315536298E-03         8.0000000000000000E+02        -9.0690000000186721E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 198               197000         1.5146752223136543E-03         8.0000000000000000E+02        -9.0690000000195603E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 199               198000         1.5152601500807354E-03         8.0000000000000000E+02        -9.0690000000204485E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 200               199000         1.5158620827399366E-03         8.0000000000000000E+02        -9.0690000000213367E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 201               200000         1.5164967861819646E-03         8.0000000000000000E+02        -9.0690000000222248E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 202               201000         1.5229603290537901E-03         8.0000000000000000E+02        -9.0690000000231112E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 203               202000         1.5238386183282931E-03         8.0000000000000000E+02        -9.0690000000239994E+00                   3                    1                    0                    0                    4                    0                  -50                  -48                   45                   47                    0
                 204               203000         1.5313939463985787E-03         8.0000000000000000E+02        -7.1710000000244190E+00                   3                    0                    1                    0                    3                    0                  -50                  -48                   46                   47                    0
                 205               204000         1.5636861597958791E-03         8.0000000000000000E+02        -5.7540000000248188E+00                   2                    1                    0                    0                    2                    0                  -51                  -50                   48                   49                    0
                 206               205000         1.5749913402527142E-03         8.0000000000000000E+02        -5.7540000000248188E+00                   2                    1                    0                    0                    2                    0                  -51                  -50                   48                   49                    0
                 207               206000         1.5756008039636926E-03         8.0000000000000000E+02        -5.7540000000248188E+00                   2                    1                    0                    0                    2                    0                  -51                  -50                   48                   49                    0
                 208               207000         1.5831894768340619E-03         8.0000000000000000E+02        -5.7540000000248188E+00                   2                    1                    0                    0                    2                    0                  -51                  -50                   48                   49                    0
                 209               208000         1.6109929188262836E-03         8.0000000000000000E+02        -1.1391000000024817E+01                   5                    0                    1                    0                    3                    0                  -54                  -50                   48                   49                    0
                 210               209000         1.6115836836564732E-03         8.0000000000000000E+02        -1.1391000000024817E+01                   5                    0                    1                    0                    3                    0                  -54                  -50                   48                   49                    0
                 211               210000         1.6122429581760984E-03         8.0000000000000000E+02        -1.0531000000024816E+01                   4                    0                    1                    0                    5                    0                  -54                  -51                   48                   50                    0
                 212               211000         1.6130849064496953E-03         8.0000000000000000E+02        -1.0531000000024816E+01                   4                    0                    1                    0                    5                    0                  -54                  -51                   48                   50                    0
                 213               212000         1.6441390493545677E-03         8.0000000000000000E+02        -9.9080000000248187E+00                   4                    1                    0                    0                    2                    0                  -54                  -51                   49                   50                    0
                 214               213000         1.6447670088032594E-03         8.0000000000000000E+02        -9.9080000000248187E+00                   4                    1                    0                    0                    2                    0                  -54                  -51                   49                   50                    0
                 215               214000         1.6454097414910773E-03         8.0000000000000000E+02        -9.9080000000248187E+00                   4                    1                    0                    0                    2                    0                  -54                  -51                   49                   50                    0
                 216               215000         1.6460189143123309E-03         8.0000000000000000E+02        -9.9080000000248187E+00                   4                    1                    0                    0                    2                    0                  -54                  -51                   49                   50                    0
                 217               216000         1.6580084492938199E-03         8.0000000000000000E+02        -9.0690000000250244E+00                   3                    1                    0                    0                    4                    0                  -54                  -52                   49                   51                    0
                 218               217000         1.6589050569412909E-03         8.0000000000000000E+02        -9.0690000000259126E+00                   3                    1                    0                    0                    4                    0                  -54                  -52                   49                   51                    0
                 219               218000         1.6597312309243929E-03         8.0000000000000000E+02        -9.0690000000268007E+00                   3                    1                    0                    0                    4                    0                  -54                  -52                   49                   51                    0
                 220               219000         1.6606263115233038E-03         8.0000000000000000E+02        -9.0690000000276889E+00                   3                    1                    0                    0                    4                    0                  -54                  -52                   49                   51                    0
                 221               220000         1.6701540059366564E-03         8.0000000000000000E+02        -6.3770000000280849E+00                   2                    0                    1                    0                    5                    0                  -54                  -53                   50                   52                    0
                 222               221000         1.6860859553885878E-03         8.0000000000000000E+02        -9.0690000000283124E+00                   3                    1                    0                    0                    4                    0                  -55                  -53                   50                   52                    0
                 223               222000         1.6916581378392370E-03         8.0000000000000000E+02        -9.0690000000291597E+00                   3                    1                    0                    0                    4                    0                  -55                  -53                   50                   52                    0
                 224               223000         1.7396522440394256E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -58                  -53                   51                   52                    0
                 225               224000         1.7786213814742938E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -58                  -54                   52                   53                    0
                 226               225000         1.7791622132856961E-03         8.0000000000000000E+02        -1.2347000000030610E+01                   5                    2                    0                    0                    2                    0                  -58                  -55                   52                   53                    0
                 227               226000         1.7796024857702226E-03         8.0000000000000000E+02        -1.1370000000030608E+01                   5                    0                    1                    0                    3                    0                  -58                  -54                   52                   53                    0
                 228               227000         1.7805224763852527E-03         8.0000000000000000E+02        -1.1370000000030608E+01                   5                    0                    1                    0                    3                    0                  -58                  -54                   52                   53                    0
                 229               228000         1.8019798315607695E-03         8.0000000000000000E+02        -9.9080000000306097E+00                   4                    1                    0                    0                    2                    0                  -58                  -55                   53                   54                    0
                 230               229000         1.8025873419444843E-03         8.0000000000000000E+02        -9.9080000000306097E+00                   4                    1                    0                    0                    2                    0                  -58                  -55                   53                   54                    0
                 231               230000         1.8032220937758432E-03         8.0000000000000000E+02        -9.9080000000306097E+00                   4                    1                    0                    0                    2                    0                  -58                  -55                   53                   54                    0
                 232               231000         1.8061767973955160E-03         8.0000000000000000E+02        -9.9080000000306097E+00                   4                    1                    0                    0                    2                    0                  -58                  -55                   53                   54                    0
                 233               232000         1.8067877713533165E-03         8.0000000000000000E+02        -9.9080000000306097E+00                   4                    1                    0                    0                    2                    0                  -58                  -55                   53                   54                    0
                 234               233000         1.8074031045745003E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -59                  -55                   53                   54                    0
                 235               234000         1.8875525063733914E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 236               235000         1.9051063943607961E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 237               236000         1.9057051659198108E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 238               237000         1.9063274165136204E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 239               238000         1.9069854938585657E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 240               239000         1.9076458721872462E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 241               240000         1.9082902804424631E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 242               241000         1.9088923707695894E-03         8.0000000000000000E+02        -1.4062000000030610E+01                   6                    1                    0                    0                    2                    0                  -61                  -56                   54                   55                    0
                 243               242000         1.9299829342264395E-03         8.0000000000000000E+02        -1.3223000000030609E+01                   5                    1                    0                    0                    4                    0                  -61                  -57                   54                   56                    0
                 244               243000         1.9312311673046285E-03         8.0000000000000000E+02        -1.3223000000030609E+01                   5                    1                    0                    0                    4                    0                  -61                  -57                   54                   56                    0
                 245               244000         1.9324263457276764E-03         8.0000000000000000E+02        -1.3223000000030609E+01                   5                    1                    0                    0                    4                    0                  -61                  -57                   54                   56                    0
                 246               245000         1.9409764845339432E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -61                  -57                   55                   56                    0
                 247               246000         1.9415821031590710E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -61                  -57                   55                   56                    0
                 248               247000         1.9422281836629046E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -61                  -57                   55                   56                    0
                 249               248000         1.9429078049380262E-03         8.0000000000000000E+02        -1.1391000000030608E+01                   5                    0                    1                    0                    3                    0                  -61                  -57                   55                   56                    0
